Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
Peanut Butter,1,0,1,Non-Veg,305,19.2,42.7,4.74,219.0,1904,1086.0,66.6,9.5,18,0.4
Banana,1,1,0,Veg,566,1.0,12.6,16.79,306.1,484,317.3,88.3,8.3,1,46.7
Almonds,1,1,1,Non-Veg,68,18.7,35.1,3.53,109.7,508,1450.5,59.7,18.7,32,43.8
Mushrooms,1,0,0,Non-Veg,353,10.9,44.0,17.84,373.1,873,1567.3,38.8,1.5,37,8.8
Quinoa,0,0,0,Non-Veg,106,13.4,40.6,9.82,196.7,655,330.7,12.2,17.2,10,24.5
Walnuts,0,0,1,Non-Veg,379,3.2,39.0,6.15,456.2,1709,413.7,110.0,8.2,15,9.6
Raspberries,0,0,1,Veg,546,10.7,46.8,2.11,45.6,448,648.2,96.8,9.7,22,18.5
Carrot,0,1,1,Veg,102,10.4,17.3,12.62,114.3,382,1235.3,101.0,3.8,40,23.4
Quinoa,1,0,0,Veg,93,6.9,3.0,4.54,13.9,160,762.6,59.5,2.5,13,16.0
Walnuts,0,1,0,Non-Veg,572,5.8,26.6,15.03,53.3,789,1842.4,132.3,18.5,1,46.8
Vanilla,0,0,0,Non-Veg,387,14.6,22.0,5.41,237.1,1891,116.5,21.2,16.7,43,23.6
Peanut Butter,0,0,1,Non-Veg,101,16.8,6.6,6.37,240.3,1762,1525.2,118.2,1.7,6,35.3
Thyme,0,1,1,Non-Veg,347,8.9,0.8,18.34,92.5,1982,1465.5,19.7,10.4,23,45.1
Radish,0,0,0,Veg,408,12.5,10.1,15.49,235.1,149,698.9,29.6,15.8,7,11.0
Basil,0,1,0,Non-Veg,212,18.7,1.7,6.28,254.0,1191,573.9,135.4,4.8,33,49.6
Orange,1,1,1,Non-Veg,194,18.9,48.6,18.03,498.9,706,154.3,64.7,0.6,15,17.4
Kiwi,1,1,1,Veg,403,18.2,26.6,6.89,492.6,594,1256.1,104.4,6.8,28,17.4
Plum,0,0,1,Veg,442,18.9,9.1,13.53,413.9,1427,73.0,99.3,11.1,21,43.3
Nutmeg,0,0,0,Veg,493,8.4,16.9,12.77,469.0,1759,1986.8,58.5,0.9,15,45.2
Collard Greens,0,1,0,Non-Veg,421,14.9,41.6,19.23,397.8,209,938.9,147.5,2.8,28,23.2
Cashews,1,1,0,Non-Veg,263,10.6,40.2,18.29,239.0,1778,33.4,113.5,16.5,47,8.5
Blueberries,0,0,0,Veg,116,15.3,49.9,6.56,108.8,385,1072.2,85.3,19.3,1,49.7
Almonds,0,0,0,Non-Veg,152,16.5,19.0,15.81,408.0,261,807.1,74.1,16.0,34,49.1
Pineapple,0,1,0,Veg,451,12.6,17.8,2.0,184.6,1487,823.2,14.1,19.9,18,5.0
Coriander,1,0,1,Non-Veg,249,0.8,8.3,2.18,209.5,152,746.5,40.3,1.3,20,19.1
Leek,0,1,1,Veg,403,15.6,41.4,15.04,341.8,117,285.6,50.3,14.7,38,40.8
Cardamom,1,0,1,Non-Veg,518,19.9,31.2,10.03,457.7,1545,1095.7,90.0,7.3,29,5.4
Parsley,0,0,1,Non-Veg,129,14.7,22.0,8.98,170.4,532,1382.4,31.2,17.1,37,36.9
Avocado,0,0,1,Veg,256,0.6,11.6,18.25,454.8,472,537.1,77.7,7.6,20,14.0
Coriander,1,1,1,Veg,254,15.3,19.2,5.77,440.3,1489,176.2,132.8,8.2,15,4.7
Yellow Bell Pepper,1,0,0,Veg,364,11.5,35.4,19.24,398.4,179,926.5,8.4,11.6,20,49.0
Red Bell Pepper,0,1,1,Non-Veg,216,17.2,7.9,3.72,416.1,1360,132.3,124.7,0.8,35,48.3
Kale,1,1,1,Veg,507,3.4,30.8,4.72,188.6,1466,1192.1,96.1,4.5,34,7.5
Radish,0,1,0,Non-Veg,560,16.8,25.1,5.23,325.9,1746,417.1,15.1,16.6,27,27.0
Eggplant,0,1,1,Veg,61,18.9,4.9,10.06,472.1,285,63.9,92.3,10.8,28,48.1
Tofu,0,0,1,Veg,266,9.5,14.0,3.76,411.6,1234,1592.2,89.1,12.0,11,32.8
Pork Chop,1,1,0,Veg,344,9.3,38.6,10.2,103.9,1609,883.2,52.5,16.7,29,9.5
Plum,0,0,1,Non-Veg,152,14.6,2.9,11.24,471.4,226,799.5,39.0,12.0,45,21.0
Black Beans,1,0,1,Veg,427,6.4,14.5,5.71,480.0,897,1065.4,48.7,14.4,28,15.6
Tomato,1,1,0,Veg,312,16.7,35.2,17.58,441.4,1976,430.6,47.7,4.0,15,42.0
Raspberries,1,1,0,Non-Veg,140,17.0,27.6,0.2,463.5,1208,287.1,91.7,12.0,30,44.2
Cumin,0,1,0,Veg,286,12.7,45.2,8.33,358.9,1369,1115.1,29.9,10.0,9,27.2
Cloves,1,1,0,Non-Veg,439,10.5,17.9,18.06,163.9,419,1347.7,87.5,13.0,26,8.7
Pumpkin,0,1,0,Non-Veg,568,16.8,49.1,8.76,97.0,1007,1368.7,91.5,15.3,20,43.8
Vanilla,0,1,1,Non-Veg,269,3.7,23.4,7.47,275.3,794,470.0,59.8,14.3,21,43.7
Mango,1,0,0,Veg,433,2.5,15.7,0.8,155.5,400,106.0,131.2,17.3,34,30.2
Tofu,0,0,0,Veg,120,0.8,31.7,8.75,142.3,711,836.4,20.2,6.1,9,9.1
Zucchini,0,1,1,Veg,475,0.1,13.8,3.26,241.1,29,1018.0,133.4,4.8,6,34.1
Radish,0,0,0,Non-Veg,495,13.3,27.5,18.64,17.7,501,1909.7,142.9,13.3,10,28.1
Red Bell Pepper,1,1,0,Veg,454,4.4,30.0,17.71,343.7,208,75.7,124.8,11.6,34,0.2
Grapes,1,0,0,Veg,454,17.1,34.0,17.69,240.0,1326,456.7,41.7,7.6,28,47.8
Broccoli,0,1,1,Veg,204,8.2,10.9,7.72,340.8,920,1495.3,89.6,16.8,27,46.2
Milk,1,0,1,Veg,212,12.5,42.6,10.81,343.0,604,1533.7,32.2,15.3,0,34.4
Pineapple,1,1,0,Veg,175,13.7,3.7,5.33,142.9,1752,1241.2,3.3,6.2,33,48.1
Pumpkin,1,1,1,Veg,292,11.5,35.3,9.01,156.5,1025,223.6,39.7,2.5,4,14.8
Collard Greens,0,1,0,Veg,214,2.6,30.7,7.71,87.9,979,1215.9,145.7,13.3,24,26.1
Ginger,0,0,0,Non-Veg,179,7.7,42.9,6.67,229.7,257,1280.7,64.6,11.2,25,46.7
Chicken Breast,1,0,1,Non-Veg,150,1.3,43.6,16.74,489.7,405,1112.2,144.3,8.6,48,40.9
Leek,1,0,0,Veg,299,3.8,41.3,11.74,387.5,1107,1369.7,126.9,4.3,49,49.3
Cardamom,0,1,0,Non-Veg,142,7.6,24.3,17.64,28.0,1913,1441.5,20.2,15.4,3,24.9
Oatmeal,1,0,1,Non-Veg,370,14.7,41.2,19.29,163.1,468,1717.6,4.9,6.5,35,36.1
Beet,1,0,1,Non-Veg,195,10.3,43.1,1.65,118.7,1725,957.8,144.8,8.3,40,34.8
Brussels Sprouts,1,0,0,Veg,129,14.2,37.2,3.57,138.2,1636,1792.6,87.0,12.7,5,49.8
Peanut Butter,1,1,0,Non-Veg,159,10.9,42.1,18.03,285.5,903,1060.0,94.3,8.4,3,35.9
Carrot,1,1,0,Veg,473,0.6,2.9,19.55,107.6,1714,995.1,98.4,19.5,24,6.8
Watermelon,0,1,1,Veg,294,10.0,24.1,14.25,67.0,1744,283.1,90.4,6.9,42,23.7
Tomato,0,0,1,Veg,378,2.7,37.4,11.63,259.9,593,192.9,80.4,17.9,35,24.4
Cumin,0,0,1,Non-Veg,172,17.0,48.2,16.92,375.2,1269,1080.3,96.1,17.2,49,34.2
Spinach,0,1,0,Veg,432,12.3,14.7,13.83,382.4,1142,76.2,27.4,18.6,27,45.1
Kale,1,1,1,Non-Veg,414,12.7,38.7,19.11,359.1,738,1512.3,137.3,2.4,32,25.6
Corn,0,0,0,Veg,109,12.3,38.1,4.39,199.3,1685,1337.7,130.5,3.7,27,39.7
Sage,0,1,1,Non-Veg,330,9.0,27.3,12.89,489.6,377,1681.2,3.4,1.8,39,11.5
Peanut Butter,0,0,0,Veg,194,5.5,35.6,10.2,377.5,1170,1621.8,37.5,6.3,27,22.4
Fenugreek,0,1,1,Non-Veg,72,3.8,48.6,3.43,55.2,1830,167.6,104.1,0.7,34,36.8
Salmon,0,0,1,Veg,556,9.7,17.8,4.79,379.9,1709,413.9,123.4,17.5,22,18.6
Chili Powder,1,0,0,Non-Veg,87,11.0,24.4,10.81,464.8,1571,176.8,38.9,3.8,49,19.6
Cucumber,1,0,1,Veg,488,9.1,14.5,0.33,402.5,1066,175.3,116.6,14.0,20,2.2
Orange,0,1,0,Veg,371,13.0,34.2,8.05,296.3,1710,1982.4,98.1,17.0,37,49.6
Blueberries,1,1,1,Non-Veg,426,11.9,34.9,10.01,154.6,1359,1333.1,1.2,4.6,1,1.6
Salmon,1,1,1,Non-Veg,221,6.7,4.1,1.97,289.8,713,19.8,136.2,15.6,32,15.5
Orange,1,0,0,Veg,525,2.9,42.4,18.66,445.7,1115,608.5,10.6,6.3,30,25.2
Cheese,1,1,1,Non-Veg,398,4.7,43.6,6.06,350.3,1310,479.2,133.8,9.8,0,12.3
Spinach,0,1,0,Veg,407,5.5,48.7,6.26,341.0,22,1033.2,66.3,17.4,28,36.8
Corn,1,1,0,Non-Veg,499,14.4,7.0,10.08,135.2,1323,450.9,146.2,9.1,19,41.2
Cheese,0,0,0,Non-Veg,552,18.3,32.3,19.08,274.6,1270,722.3,26.1,18.1,22,28.4
Walnuts,0,1,1,Non-Veg,52,3.0,16.4,14.22,321.7,1949,830.0,6.6,0.5,19,23.0
Cilantro,0,1,1,Veg,593,7.2,16.0,13.04,6.1,743,1180.6,88.0,17.6,33,43.7
Pork Chop,0,0,0,Veg,76,0.8,8.1,19.27,20.5,1976,415.5,120.7,3.3,46,40.1
Onion,1,1,0,Non-Veg,154,3.5,1.3,7.22,346.5,1986,1260.6,108.1,7.1,21,38.2
Chicken Breast,1,1,0,Veg,235,6.8,8.1,3.55,68.7,238,781.1,115.2,10.8,20,27.3
Grapes,1,1,1,Veg,75,5.1,34.8,12.56,88.4,1328,286.0,58.0,2.3,25,38.7
Avocado,0,0,1,Non-Veg,412,14.2,1.6,9.71,390.4,1095,492.6,73.8,5.5,12,25.9
Corn,1,0,0,Veg,163,1.6,35.9,0.24,195.5,148,991.2,108.4,2.8,45,34.8
Thyme,1,1,0,Non-Veg,75,14.5,31.3,9.77,231.6,525,1633.4,143.7,12.9,7,33.3
Kiwi,0,1,0,Veg,576,11.7,47.9,17.07,93.4,1807,1915.5,70.2,4.4,48,7.9
Quinoa,1,1,0,Non-Veg,370,10.2,48.4,5.31,443.1,842,505.7,103.3,2.9,8,17.0
Radish,1,0,0,Non-Veg,465,9.9,3.4,9.78,439.6,269,1776.4,113.3,18.7,9,15.3
Sage,0,0,1,Veg,429,11.2,27.9,2.09,290.9,1191,1863.5,113.0,14.3,25,39.3
Cashews,0,0,1,Veg,324,17.2,30.8,10.2,315.6,1638,1430.1,30.1,2.3,48,41.5
Celery,1,0,0,Non-Veg,191,9.8,49.1,15.06,140.2,1395,1663.2,38.0,13.7,18,21.2
Oatmeal,0,0,1,Veg,238,13.5,28.3,3.02,491.7,391,532.6,16.1,8.6,31,8.4
Banana,0,1,1,Non-Veg,481,1.6,6.5,3.64,364.2,1167,1929.4,147.3,19.5,25,7.1
Broccoli,1,0,1,Non-Veg,445,10.9,21.1,6.91,452.0,1111,789.5,126.4,3.7,16,43.7
Red Bell Pepper,1,1,0,Veg,192,10.6,16.5,13.51,320.5,616,1625.1,89.8,7.4,16,2.0
Eggplant,0,1,1,Veg,291,19.6,9.6,3.14,296.7,466,360.1,21.8,2.4,0,23.2
Rosemary,1,0,0,Non-Veg,467,5.4,32.8,8.46,180.9,1897,78.7,140.7,11.2,0,29.9
Cheese,1,0,1,Veg,76,0.5,34.9,12.08,441.4,379,1634.8,39.6,1.6,27,10.2
Pear,0,1,0,Non-Veg,396,18.3,23.2,5.29,45.7,1313,327.4,112.4,4.7,2,37.4
Apricot,0,0,1,Non-Veg,599,10.4,41.3,7.95,376.0,856,957.8,36.0,7.5,19,19.4
Cinnamon,0,1,1,Veg,553,3.0,34.9,19.05,173.0,1502,1957.2,144.6,18.1,3,1.5
Turkey,0,0,0,Non-Veg,485,2.3,29.8,17.42,306.2,1254,1725.5,48.6,11.1,17,37.0
Cashews,0,1,0,Veg,425,19.5,47.2,9.65,156.1,1694,948.4,2.4,0.4,12,26.6
Cucumber,0,1,1,Non-Veg,234,7.5,7.5,15.12,346.8,1850,956.3,4.7,1.4,14,9.3
Sweet Potato,0,1,1,Veg,141,11.0,9.0,5.63,371.6,1088,1895.1,97.0,7.5,15,3.9
Radish,0,0,1,Non-Veg,314,6.2,24.5,0.78,27.1,1592,1838.7,96.3,3.9,36,10.9
Coriander,0,0,1,Non-Veg,538,0.5,3.4,15.97,43.6,519,371.0,147.3,19.0,13,28.6
Cloves,0,0,1,Veg,546,15.4,47.0,12.14,369.9,219,1597.3,143.9,13.7,1,40.0
Cloves,0,1,0,Non-Veg,559,11.8,35.9,13.82,277.6,630,1770.7,103.9,15.0,12,45.1
Garlic,0,1,0,Non-Veg,338,12.4,14.7,4.99,267.7,1717,492.2,142.5,3.4,39,0.0
Sage,0,1,0,Non-Veg,562,13.7,18.9,9.14,285.4,483,950.4,105.4,5.5,41,11.4
Mint,0,1,1,Non-Veg,51,3.1,8.7,8.41,162.4,353,1176.2,93.7,11.6,36,8.9
Celery,1,0,0,Non-Veg,229,7.7,8.9,5.2,126.3,817,429.7,123.5,11.9,9,30.8
Banana,0,0,1,Veg,254,9.4,2.5,2.63,10.4,412,1305.3,14.2,5.8,15,23.4
Ginger,0,0,1,Non-Veg,311,15.3,7.0,4.08,88.0,970,1898.8,74.9,8.1,16,4.1
Rosemary,0,1,0,Veg,482,12.7,10.7,17.33,389.1,1823,481.1,127.9,9.1,19,20.4
Tofu,1,1,0,Veg,445,8.8,44.1,6.39,494.8,227,1132.6,22.0,5.1,47,49.7
Cantaloupe,0,0,1,Non-Veg,559,8.0,25.5,17.59,170.4,1554,1132.1,103.5,8.4,22,36.5
Mustard Seeds,0,1,1,Non-Veg,154,15.4,36.0,9.89,454.7,635,25.0,149.0,11.1,12,9.2
Tomato,0,0,1,Veg,254,10.9,47.5,14.77,17.9,909,1997.6,57.5,1.1,11,1.1
Radish,0,1,0,Non-Veg,488,19.7,26.3,14.93,449.7,1806,34.2,8.1,11.4,14,42.1
Apricot,0,0,0,Veg,474,0.6,25.1,13.06,305.1,562,896.6,48.1,5.7,26,21.5
Kiwi,0,0,1,Non-Veg,123,15.3,45.4,1.08,371.2,1170,1662.8,25.6,14.9,28,13.2
Cinnamon,1,1,1,Non-Veg,434,3.1,23.8,9.95,382.2,1702,233.3,23.3,18.5,1,31.9
Quinoa,1,1,1,Non-Veg,497,17.3,7.0,16.76,238.3,1929,1266.3,128.4,13.3,17,32.3
Corn,1,0,0,Veg,298,5.6,22.3,12.58,478.7,1075,1400.2,76.5,10.8,44,6.6
Paprika,0,1,1,Non-Veg,435,4.9,6.5,12.01,32.9,1351,1643.6,115.2,10.2,9,18.6
Kale,0,0,0,Veg,436,10.5,30.9,3.54,9.0,1080,1084.0,117.4,17.3,30,37.9
Basil,1,1,0,Veg,517,9.1,2.1,15.07,404.7,381,1306.6,1.6,7.1,1,2.3
Corn,1,1,0,Non-Veg,295,6.3,46.5,2.08,118.9,1463,1748.4,122.4,0.6,49,17.2
Leek,1,1,0,Veg,401,6.5,12.9,4.64,450.1,1613,1951.3,35.0,16.8,16,17.4
Pear,1,0,1,Non-Veg,407,5.5,27.3,3.04,456.3,1498,1642.8,130.2,18.0,7,5.6
Broccoli,0,0,0,Non-Veg,550,8.4,27.4,11.34,132.5,32,1196.8,22.4,9.4,22,5.9
Tofu,1,1,1,Veg,369,13.1,11.2,12.66,94.9,1017,194.7,18.2,11.8,10,15.3
Milk,0,1,0,Veg,214,9.1,48.5,3.55,361.8,1981,663.6,81.5,6.1,32,27.4
Spinach,0,1,0,Veg,192,9.0,20.7,5.02,306.1,777,963.0,101.1,6.8,33,26.0
Sage,1,1,0,Veg,142,18.5,11.6,2.03,196.5,30,1681.6,110.4,9.1,39,23.2
Peach,0,1,1,Non-Veg,248,18.4,11.3,7.63,160.8,549,453.1,80.1,6.8,17,37.6
Eggs,0,1,0,Non-Veg,597,9.3,27.5,7.91,308.9,260,1694.8,113.6,19.5,14,19.7
Kiwi,0,1,1,Veg,97,4.7,5.1,0.44,468.0,1469,958.1,96.0,16.3,24,45.9
Cheese,1,1,1,Veg,269,3.2,41.5,1.43,194.6,54,1412.4,121.0,6.0,8,29.0
Walnuts,0,1,0,Veg,394,17.9,9.4,11.39,193.6,773,508.7,29.1,10.6,9,43.1
Apricot,1,1,0,Veg,233,9.5,49.2,17.32,28.8,1072,275.3,9.3,9.0,5,36.7
Garlic,1,1,0,Veg,483,15.2,30.9,2.28,385.2,1634,967.8,127.6,19.8,45,9.3
Radish,0,1,0,Veg,484,11.8,7.4,2.43,132.3,1350,107.9,63.2,3.9,12,41.6
Milk,1,1,0,Veg,383,4.5,48.3,4.22,235.4,531,1937.4,32.3,7.2,40,22.6
Parsnip,0,1,0,Veg,492,5.7,27.3,3.78,471.9,1249,74.7,66.3,7.5,20,1.1
Salmon,1,0,1,Non-Veg,242,18.2,32.2,15.93,130.2,422,294.2,96.3,13.6,17,42.6
Cashews,1,1,1,Non-Veg,68,9.1,14.8,11.86,351.4,1081,872.2,45.5,14.1,46,22.5
Mango,1,1,0,Veg,82,10.9,13.8,3.92,188.5,817,1281.5,12.2,4.7,5,20.4
Thyme,0,1,0,Veg,483,6.1,13.8,3.24,200.0,1283,1219.9,28.4,7.1,47,40.7
Brown Rice,0,1,1,Non-Veg,418,9.5,30.6,13.56,341.4,133,673.0,60.1,6.3,22,8.1
Salmon,0,0,1,Veg,172,16.2,31.8,5.16,81.2,1803,629.5,126.4,8.9,0,35.3
Apricot,1,1,0,Veg,492,16.6,39.0,15.96,18.4,1625,1655.4,125.9,1.2,34,13.8
Avocado,1,1,0,Veg,51,12.0,40.0,5.72,178.6,1209,243.3,33.4,6.9,40,0.5
Parsley,1,0,0,Non-Veg,247,7.5,48.6,15.69,370.8,962,1477.3,109.7,8.8,0,19.6
Beef Steak,0,1,1,Veg,599,0.6,14.4,11.85,206.3,677,60.7,10.3,17.0,44,23.4
Brown Rice,1,1,0,Non-Veg,206,8.2,49.0,8.94,62.1,412,614.8,77.6,10.4,0,28.2
Quinoa,1,0,0,Non-Veg,223,1.2,46.4,3.23,285.3,433,1058.6,105.2,18.8,20,17.1
Spinach,0,0,0,Veg,568,5.6,24.6,4.83,19.5,1673,1156.5,54.0,11.2,8,23.6
Kiwi,0,0,1,Veg,432,7.7,11.1,3.06,150.7,1986,1571.9,73.4,13.1,22,19.7
Milk,1,0,0,Veg,221,9.6,34.8,17.78,121.2,324,1942.4,97.6,18.0,39,29.2
Cilantro,1,1,1,Non-Veg,370,17.1,26.0,7.41,200.4,621,1441.1,22.2,2.6,33,36.1
Turmeric,1,1,1,Non-Veg,488,1.2,46.2,8.49,379.0,1445,412.1,119.2,15.9,4,47.7
Turmeric,0,0,1,Veg,450,1.1,2.6,18.18,185.3,149,1372.3,73.2,2.1,33,12.8
Nutmeg,0,1,0,Non-Veg,473,17.3,23.5,15.46,229.4,1293,774.2,84.8,9.9,42,18.7
Cashews,0,0,1,Veg,521,15.1,40.0,6.43,138.2,748,323.9,22.8,19.3,25,31.0
Cucumber,0,0,0,Non-Veg,364,0.7,14.6,5.93,322.9,1898,25.6,29.2,18.4,40,33.0
Strawberries,1,1,0,Non-Veg,167,16.7,12.9,0.85,220.4,1684,325.0,90.1,11.4,46,7.1
Rosemary,0,1,1,Veg,441,11.2,32.0,14.08,414.7,801,1878.0,148.0,13.3,9,29.7
Yogurt,1,0,1,Non-Veg,386,3.4,48.5,18.09,405.3,232,1604.8,97.5,14.7,38,20.7
Paprika,1,0,1,Non-Veg,230,14.0,3.2,5.13,7.4,1077,1371.5,119.5,3.3,9,2.5
Cardamom,0,0,1,Veg,343,14.0,37.0,1.84,119.7,1961,46.5,116.7,5.8,49,30.9
Yogurt,0,1,0,Non-Veg,348,15.6,24.1,14.27,461.4,740,384.8,133.3,6.6,18,35.1
Fenugreek,1,0,1,Non-Veg,81,9.2,2.7,11.34,461.5,1144,1958.0,77.7,5.4,3,23.7
Blueberries,0,1,1,Veg,267,6.2,12.9,10.15,256.0,1013,1930.9,121.1,11.3,18,49.3
Ginger,0,1,1,Non-Veg,228,15.3,22.1,8.22,301.0,424,1136.7,6.3,16.6,44,46.6
Coriander,0,1,1,Non-Veg,207,9.4,12.3,19.53,8.4,1003,1739.6,93.3,3.4,15,42.8
Beef Steak,0,0,1,Non-Veg,100,11.8,34.9,4.13,155.8,431,1674.2,89.8,6.8,9,42.3
Oatmeal,0,0,1,Veg,225,14.2,11.7,0.87,293.4,305,177.5,131.6,9.9,47,1.8
Thyme,0,1,0,Non-Veg,326,7.0,38.8,3.58,365.7,1171,373.1,113.4,3.9,21,25.5
Pork Chop,1,1,1,Non-Veg,587,2.4,0.9,9.39,490.5,1666,959.9,62.3,17.9,35,37.2
Orange,0,1,1,Veg,318,8.7,20.9,0.27,446.4,1397,1663.2,83.7,11.5,21,15.5
Yogurt,0,0,0,Veg,500,14.0,25.0,4.6,247.6,1855,1672.1,78.9,12.2,17,24.7
Cantaloupe,0,0,0,Veg,519,8.8,46.6,4.88,52.6,678,82.5,5.3,2.0,12,32.5
Ginger,0,0,0,Non-Veg,518,8.2,0.5,1.86,188.6,445,1091.3,20.9,3.8,18,47.0
Cinnamon,1,1,0,Non-Veg,99,12.8,8.2,11.63,471.2,1515,1440.3,19.0,3.5,39,31.9
Chickpeas,0,0,1,Veg,169,0.4,33.7,19.05,382.4,695,135.1,113.9,15.0,31,38.0
Spinach,1,1,0,Non-Veg,407,13.4,29.3,13.27,241.3,485,357.8,141.7,13.1,13,38.4
Raspberries,0,0,0,Veg,197,1.2,22.0,17.46,155.6,971,841.8,63.5,15.1,33,11.2
Rosemary,1,0,0,Veg,126,19.9,39.8,9.56,13.9,1253,1590.5,149.8,3.7,43,0.5
Salmon,0,1,1,Non-Veg,242,0.2,13.7,9.08,417.8,368,542.2,119.6,9.0,48,29.5
Cloves,1,0,0,Veg,131,11.2,7.1,19.04,75.5,263,1765.2,60.8,1.3,1,36.7
Sweet Potato,0,1,0,Veg,456,17.5,30.4,0.13,401.8,929,1900.4,64.0,3.5,37,21.7
Kidney Beans,1,1,0,Non-Veg,330,15.8,27.1,5.68,116.7,768,818.2,94.7,1.1,42,49.1
Blueberries,1,0,1,Non-Veg,347,13.3,25.2,3.57,6.1,1236,1375.7,49.9,7.7,41,12.2
Black Beans,0,0,1,Non-Veg,263,1.4,28.4,12.51,470.6,210,1882.7,135.2,16.7,42,6.3
Mustard Seeds,0,0,0,Non-Veg,85,9.6,22.5,8.1,387.4,534,1504.4,143.5,4.7,34,48.5
Green Beans,0,1,0,Veg,470,14.8,6.4,0.4,220.0,888,1478.5,16.8,10.0,23,17.8
Kiwi,0,0,0,Veg,65,13.8,28.1,12.39,330.1,1612,721.1,5.1,11.6,11,46.2
Lentils,0,1,0,Veg,421,13.2,1.1,7.27,366.0,971,1748.3,81.3,12.0,4,15.6
Ginger,0,0,0,Veg,273,13.3,47.0,17.19,359.0,1786,1952.3,34.0,6.1,36,16.2
Radish,1,0,1,Veg,259,16.4,42.9,8.77,21.0,1564,962.4,120.5,5.1,36,46.5
Oatmeal,0,1,1,Veg,427,14.3,13.2,1.63,238.7,993,251.9,145.7,9.2,48,20.5
Black Beans,0,1,0,Non-Veg,547,4.0,17.8,19.8,205.5,1418,1396.2,144.9,15.3,2,16.7
Fennel Seeds,0,1,0,Veg,303,4.9,33.4,1.48,226.4,330,1960.9,106.4,16.2,11,7.5
Kiwi,0,1,0,Non-Veg,169,3.5,36.7,15.21,88.4,1715,1530.9,113.1,2.4,1,34.6
Tofu,0,1,0,Veg,534,6.6,36.0,14.77,64.5,843,1168.7,52.0,0.9,32,2.1
Turkey,0,0,0,Veg,271,12.3,2.9,12.34,163.8,1232,260.4,18.1,5.9,21,10.7
Radish,0,1,1,Veg,262,14.0,27.3,13.02,482.3,1887,1686.4,7.0,16.0,31,24.3
Mushrooms,0,0,1,Veg,298,4.8,3.9,4.15,441.1,1789,516.9,31.9,18.3,11,20.6
Fennel Seeds,0,0,0,Veg,257,9.0,20.9,6.75,271.9,1561,1237.7,8.2,16.0,18,31.0
Plum,1,1,1,Veg,212,6.0,43.9,18.91,291.2,604,124.3,25.7,2.3,27,36.7
Pumpkin,0,1,1,Non-Veg,337,7.0,37.8,18.29,317.3,1487,1256.0,94.4,19.1,31,18.5
Mushrooms,0,0,1,Non-Veg,362,9.0,43.5,6.06,144.0,653,1170.0,109.8,8.5,25,6.0
Tofu,0,1,0,Veg,201,18.0,26.3,13.52,419.0,1180,415.8,130.3,10.6,20,30.1
Mango,0,0,0,Veg,595,5.5,39.1,0.46,150.7,443,664.0,141.9,9.3,3,3.5
Walnuts,0,0,1,Non-Veg,462,19.6,22.0,2.98,227.2,1386,1931.7,3.2,18.3,2,22.2
Mint,0,0,1,Non-Veg,271,7.1,2.5,9.94,174.8,604,44.0,102.5,15.3,47,28.0
Turnip,1,0,0,Non-Veg,367,2.2,6.2,17.7,174.1,547,475.4,28.7,15.2,21,34.7
Squash,1,1,0,Veg,410,9.3,28.8,17.78,441.0,1873,538.7,8.0,16.8,2,41.6
Green Beans,0,0,0,Non-Veg,464,12.5,17.3,18.13,228.2,439,1907.5,128.1,1.1,31,0.4
Brown Rice,0,0,0,Veg,495,2.2,5.0,17.05,90.0,1146,1115.7,119.2,10.9,46,32.8
Carrot,0,1,1,Veg,385,5.0,36.2,8.89,273.0,1035,243.4,131.1,10.3,46,21.6
Apricot,0,1,0,Veg,399,4.9,6.0,16.09,81.9,1460,297.3,96.8,7.1,6,33.4
Mango,0,0,1,Non-Veg,343,5.6,1.3,10.1,107.8,697,1102.3,147.8,11.5,29,7.0
Orange,0,0,0,Non-Veg,92,1.5,8.6,9.05,246.6,902,1076.2,69.1,9.4,36,47.3
Turmeric,0,1,0,Veg,183,5.9,16.1,1.57,269.2,1249,1589.8,49.1,11.0,1,18.4
Kale,1,0,0,Veg,67,5.4,47.0,12.62,288.4,676,682.5,121.8,14.4,45,19.9
Thyme,1,1,0,Veg,350,7.8,41.3,12.1,451.4,1370,265.6,78.3,13.7,38,20.7
Fennel Seeds,1,0,1,Non-Veg,568,19.8,35.7,8.04,125.3,1923,83.5,124.8,11.6,21,12.8
Parsley,1,1,0,Veg,128,4.9,32.4,8.1,38.0,1889,1383.5,41.9,8.0,33,15.6
Blueberries,1,1,0,Non-Veg,78,11.5,35.8,7.38,217.9,1348,115.7,15.0,4.5,31,19.6
Green Beans,1,0,1,Veg,407,7.9,38.1,8.4,381.5,1713,241.4,77.4,18.5,49,20.3
Kiwi,1,1,1,Non-Veg,577,12.1,49.7,5.45,154.0,1818,971.4,93.4,2.6,21,3.3
Peanut Butter,0,1,0,Veg,493,14.0,27.8,9.51,305.3,15,746.7,68.6,17.7,17,40.2
Pumpkin,1,1,1,Veg,112,15.6,12.4,10.84,464.8,1796,1307.7,29.2,1.8,39,47.3
Spinach,0,1,0,Non-Veg,355,19.3,2.1,11.25,414.5,1769,1276.6,125.0,9.0,1,11.4
Cucumber,1,1,0,Non-Veg,54,7.7,14.0,17.74,223.4,12,1911.6,22.7,17.8,12,42.9
